ID,time_stamp,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.RawMaterialFeederParameter.U.Actual,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorAmperage.U.Actual,Machine1.MotorRPM.C.Actual,Machine1.MaterialPressure.U.Actual,Machine1.MaterialTemperature.U.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.RawMaterialFeederParameter.U.Actual,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorAmperage.U.Actual,Machine2.MotorRPM.C.Actual,Machine2.MaterialPressure.U.Actual,Machine2.MaterialTemperature.U.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.RawMaterialFeederParameter.U.Actual,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorAmperage.U.Actual,Machine3.MotorRPM.C.Actual,Machine3.MaterialPressure.U.Actual,Machine3.MaterialTemperature.U.Actual,Machine3.ExitZoneTemperature.C.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine4.ExitTemperature.U.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual,Machine5.ExitTemperature.U.Actual
4494,06/03/2019 12:07,12,200,963,247,1274,72,72,73,10,417,81,75,13,241,557,256,216,69,69,73,14,225,77,60,10,192,409,202,197,78,-78,363,14,254,75,65,-361,361,16,323,-16,310,189,310,290,270,-243,245,64,-156
4495,06/03/2019 12:07,12,200,963,247,1291,72,72,73,10,423,81,75,13,241,557,256,190,69,69,73,14,227,77,60,10,192,409,202,183,78,-78,369,14,254,75,65,-361,361,17,323,-17,310,190,310,290,270,-243,245,64,-156
4496,06/03/2019 12:07,12,200,963,247,1273,72,72,72,11,412,81,75,13,241,557,256,205,69,69,73,14,228,77,60,10,192,409,202,215,78,-78,368,14,254,75,65,-361,361,17,323,-17,310,190,310,290,270,243,245,64,-156
4497,06/03/2019 12:07,12,200,963,247,1281,72,72,72,11,421,81,75,13,241,557,256,213,69,69,73,14,225,77,60,10,192,409,202,215,78,-78,365,14,254,75,65,-361,361,16,323,-16,310,190,310,290,270,243,245,64,-156
4498,06/03/2019 12:07,12,200,963,247,1287,72,72,71,10,414,81,75,13,241,557,256,214,69,69,73,14,224,77,60,10,192,409,202,197,78,-78,365,14,254,75,65,-361,361,17,323,-17,310,190,310,290,270,243,245,64,-157
4499,06/03/2019 12:07,12,200,963,247,1293,72,72,72,10,419,81,75,13,241,557,256,205,69,69,73,14,227,77,60,10,192,409,202,209,78,78,361,14,254,75,65,361,361,17,322,-17,310,191,310,290,270,243,245,64,-156
4500,06/03/2019 12:07,12,200,963,247,1290,72,72,72,11,417,81,75,13,241,557,256,213,69,69,73,14,228,77,60,10,192,409,202,226,78,78,359,14,254,75,65,361,361,16,322,-16,310,190,310,290,270,243,245,64,-156
4501,06/03/2019 12:07,12,200,963,247,1257,72,72,72,11,425,81,75,13,241,557,256,216,69,69,73,14,224,77,60,10,192,409,202,206,78,78,364,14,254,75,65,361,361,17,322,-17,310,190,310,290,270,-243,245,64,-156
4502,06/03/2019 12:07,12,200,963,247,1269,72,-72,72,11,415,81,75,13,241,557,256,207,69,-69,72,14,222,77,60,10,192,409,202,206,78,78,365,14,254,75,65,361,361,16,322,-16,310,191,310,290,270,-243,245,64,-156
4503,06/03/2019 12:07,12,200,963,247,1263,72,-72,71,10,412,81,75,13,241,557,256,173,69,-69,73,14,227,77,60,10,192,409,202,218,78,78,362,14,254,75,65,361,361,17,322,-17,310,191,310,290,270,-243,245,64,-156
4504,06/03/2019 12:07,12,200,963,247,1268,72,-72,71,10,417,81,75,13,241,557,256,208,69,-69,73,14,228,77,60,10,192,409,202,196,78,78,362,14,254,75,65,361,361,17,322,-17,310,190,-310,290,270,-243,245,64,-156
4505,06/03/2019 12:07,12,200,963,247,1281,72,-72,73,10,418,81,75,13,241,557,256,216,69,-69,73,14,223,77,-60,10,192,409,202,197,78,78,363,14,254,75,65,361,361,17,323,-17,310,191,-310,290,270,-243,-245,64,-157
4506,06/03/2019 12:07,12,200,963,247,1262,72,-72,73,11,418,81,75,13,241,557,256,225,69,-69,73,14,222,77,-60,10,192,409,202,199,78,78,359,14,254,75,65,361,361,16,323,-16,310,190,-310,290,270,-243,-245,64,-156
4507,06/03/2019 12:07,12,200,963,247,1267,72,-72,72,11,419,81,75,13,241,557,256,203,69,-69,73,14,226,77,-60,10,192,409,202,217,78,78,366,14,254,75,65,361,361,17,323,-17,310,190,-310,290,270,-243,-245,64,-156
4508,06/03/2019 12:07,12,200,963,247,1266,72,-72,72,10,419,81,75,13,241,557,256,206,69,-69,73,14,227,77,-60,10,192,409,202,209,78,78,363,14,254,75,65,361,361,17,323,17,310,191,-310,290,270,-243,-245,64,157
4509,06/03/2019 12:07,12,200,963,247,1256,72,-72,71,10,411,81,75,13,241,557,256,204,69,-69,73,14,227,77,-60,10,192,409,202,218,78,78,360,14,254,75,65,361,361,17,323,17,310,190,-310,290,270,-243,-245,64,156
4510,06/03/2019 12:07,12,200,963,247,1271,72,-72,72,10,417,81,75,13,241,557,256,205,69,-69,73,14,225,77,-60,10,192,409,202,225,78,78,365,14,254,75,65,361,361,17,323,17,310,190,-310,290,270,-243,-245,64,157
4511,06/03/2019 12:07,12,200,963,247,1279,72,-72,72,10,417,81,75,13,241,557,256,219,69,-69,73,14,224,77,-60,10,192,409,202,216,78,78,368,14,254,75,65,361,361,16,323,16,310,190,-310,290,270,-243,-245,64,157
4512,06/03/2019 12:07,12,200,963,247,1258,72,-72,72,11,421,81,75,13,241,557,256,210,69,-69,73,14,227,77,-60,10,192,409,202,209,78,78,359,14,254,75,65,361,361,17,323,17,310,190,-310,290,270,-243,-245,64,157
4513,06/03/2019 12:07,12,200,963,247,1276,72,-72,72,11,411,81,75,13,241,557,256,206,69,-69,73,14,228,77,-60,10,192,409,202,219,78,78,361,14,254,75,65,361,361,17,323,17,310,191,-310,290,270,-243,-245,64,156
4514,06/03/2019 12:07,12,200,963,247,1263,72,-72,71,10,420,81,75,13,241,557,256,206,69,-69,73,14,225,77,-60,10,192,409,202,211,78,78,361,14,254,75,65,361,360,17,323,17,310,190,-310,290,270,-243,-245,64,157
4515,06/03/2019 12:07,12,200,963,247,1281,72,-72,71,11,414,81,75,13,241,557,256,229,69,-69,73,14,224,77,-60,10,192,409,202,209,78,78,362,14,254,75,65,360,360,16,323,16,310,190,-310,290,270,-243,-245,64,157
4516,06/03/2019 12:07,12,200,963,247,1296,72,-72,72,10,418,81,75,13,241,557,256,195,69,-69,73,14,227,77,-60,10,192,409,202,228,78,78,365,14,254,75,65,361,360,16,323,16,310,190,-310,290,270,-243,-245,64,156
4517,06/03/2019 12:07,12,200,963,247,1280,72,-72,72,10,416,81,75,13,241,557,256,196,69,-69,73,14,228,77,-60,10,192,409,202,221,78,78,360,14,254,75,65,360,360,16,323,16,309,190,-310,290,270,243,-245,64,156
4518,06/03/2019 12:07,12,200,963,247,1260,72,-72,72,11,424,81,-75,13,241,557,256,217,69,69,73,14,222,77,-60,10,192,409,202,212,78,78,362,14,254,75,65,360,360,17,323,17,309,190,-310,290,270,243,-245,64,156
4519,06/03/2019 12:07,12,200,963,247,1262,72,-72,71,10,414,81,-75,13,241,557,256,220,69,69,73,14,222,77,-60,10,192,409,202,240,78,78,358,14,254,75,65,361,360,17,323,17,309,189,-310,290,270,243,-245,64,156
4520,06/03/2019 12:07,12,200,963,247,1272,72,-72,71,10,411,81,-75,13,241,557,256,221,69,69,73,14,227,77,-60,10,192,409,202,220,78,78,362,14,254,75,65,360,360,16,323,16,309,189,310,290,270,243,-245,64,157
4521,06/03/2019 12:07,12,200,963,247,1263,72,-72,71,10,416,81,-75,13,241,557,256,214,69,69,73,14,228,77,60,10,192,409,202,229,78,78,364,14,254,75,65,360,360,16,323,16,309,190,310,290,270,243,245,64,157
4522,06/03/2019 12:07,12,200,963,247,1275,72,-72,72,10,417,81,-75,13,241,557,256,206,69,69,73,14,224,77,60,10,192,409,202,194,78,78,359,14,254,75,65,360,360,16,323,16,309,190,310,290,270,243,245,64,157
4523,06/03/2019 12:07,12,200,963,247,1254,72,-72,73,10,417,81,-75,13,241,557,256,201,69,-69,73,14,223,77,60,10,192,409,202,183,78,78,368,14,254,75,65,361,360,16,323,16,309,190,310,290,270,243,245,64,157
4524,06/03/2019 12:07,12,200,963,247,1257,72,-72,71,11,417,81,-75,13,241,557,256,210,69,-69,73,14,225,77,60,10,192,409,202,219,78,78,369,14,254,75,65,361,360,16,323,16,309,190,310,290,270,243,245,64,157
4525,06/03/2019 12:07,12,200,963,247,1262,72,-72,71,11,418,81,-75,13,241,557,256,219,69,-69,73,14,228,77,60,10,192,409,202,221,78,78,357,14,254,75,65,361,360,17,323,17,309,190,310,290,270,243,245,64,157
4526,06/03/2019 12:07,12,200,963,247,1258,72,-72,71,11,410,81,-75,13,241,557,256,208,69,-69,73,14,228,77,60,10,192,409,202,216,78,78,362,14,254,75,65,361,360,16,323,16,309,190,310,290,270,243,245,64,157
4527,06/03/2019 12:07,12,200,963,247,1244,72,-72,72,10,416,81,-75,13,241,557,256,220,69,-69,73,14,226,77,60,10,192,409,202,198,78,78,363,14,254,75,65,360,360,17,323,17,309,190,310,290,270,243,245,64,158
4528,06/03/2019 12:07,12,200,963,247,1249,72,-72,72,10,417,81,-75,13,241,557,256,214,69,-69,73,14,224,77,60,10,192,409,202,219,78,78,361,14,254,75,65,361,360,17,323,17,309,190,310,290,270,243,245,64,158
4529,06/03/2019 12:07,12,200,963,247,1267,72,-72,72,11,420,81,-75,13,241,557,256,214,69,-69,73,14,228,77,60,10,192,409,202,209,78,78,360,14,254,75,65,361,360,17,323,17,309,191,310,290,270,243,245,64,157
4530,06/03/2019 12:07,12,200,963,247,1261,72,-72,72,11,410,81,-75,13,241,557,256,201,69,-69,73,14,228,77,60,10,192,409,202,220,78,78,354,14,254,-75,65,361,360,17,322,17,309,190,310,290,270,243,245,64,156
4531,06/03/2019 12:07,12,200,963,247,1266,72,72,71,11,419,81,-75,13,241,557,256,222,69,-69,73,14,224,77,60,10,192,409,202,204,78,78,362,14,254,-75,65,360,359,17,322,17,309,190,310,290,270,243,245,64,156
4532,06/03/2019 12:08,12,200,963,247,1266,72,72,71,11,412,81,-75,13,241,557,256,219,69,-69,73,14,222,77,60,10,192,409,202,207,78,78,357,14,254,-75,65,360,360,16,322,16,309,-190,310,290,270,243,245,64,157
4533,06/03/2019 12:08,12,200,963,247,1263,72,72,72,10,417,81,-75,13,241,557,256,210,69,-69,73,14,227,77,60,10,192,409,202,219,78,78,363,14,254,-75,65,360,359,17,322,17,309,-190,310,290,270,243,245,64,156
4534,06/03/2019 12:08,12,200,963,247,1263,72,72,72,10,414,81,75,13,241,557,256,220,69,-69,73,14,228,77,60,10,192,409,202,225,78,78,360,14,254,-75,65,360,359,17,322,17,309,-190,310,290,270,243,245,64,156
4535,06/03/2019 12:08,12,200,963,247,1258,-72,72,72,10,423,81,75,13,241,557,256,228,69,-69,73,14,223,77,60,10,192,409,202,206,78,78,358,14,254,-75,65,360,359,16,322,16,309,-191,310,290,270,243,245,64,156
4536,06/03/2019 12:08,12,200,963,247,1259,-72,72,72,11,413,81,75,13,241,557,256,220,69,-69,73,14,222,77,60,10,192,409,202,192,78,78,356,14,254,-75,65,360,359,17,323,17,309,-190,310,290,270,243,245,64,157
4537,06/03/2019 12:08,12,200,963,247,1259,-72,72,71,11,409,81,75,13,241,557,256,211,69,-69,73,14,226,77,60,10,192,409,202,217,78,78,360,14,254,-75,65,360,359,17,323,17,309,-190,310,290,270,243,245,64,157
4538,06/03/2019 12:08,12,200,963,247,1265,-72,73,71,10,414,81,75,13,241,557,256,211,69,-69,73,14,228,77,60,10,192,409,202,228,78,78,371,14,254,-75,65,360,359,16,323,16,309,-191,310,290,270,243,245,64,157
4539,06/03/2019 12:08,12,200,963,247,1269,-72,73,72,10,415,81,75,13,241,557,256,212,69,-69,73,14,228,77,60,10,192,409,202,204,78,78,360,14,254,-75,65,360,359,15,323,15,309,-191,310,290,270,243,245,64,158
4540,06/03/2019 12:08,12,200,963,247,1243,-72,73,73,10,416,81,75,13,241,557,256,210,69,-69,73,14,226,77,60,10,192,409,202,203,78,78,365,14,254,-75,65,360,359,17,323,17,309,-190,310,290,270,243,245,64,158
4541,06/03/2019 12:08,12,200,963,247,1263,-72,73,73,11,415,81,75,13,241,557,256,210,69,-69,73,14,224,77,60,10,192,409,202,230,78,78,362,14,254,-75,65,360,359,17,323,17,309,-191,310,290,270,243,245,64,158
4542,06/03/2019 12:08,12,200,963,247,1261,-72,73,72,11,418,81,75,13,241,557,256,206,69,-69,73,14,228,77,60,10,192,409,202,216,78,78,362,14,254,-75,65,360,359,17,323,17,309,-191,310,290,270,243,245,64,158
4543,06/03/2019 12:08,12,200,963,247,1259,-72,73,71,10,409,81,75,13,241,557,256,199,69,-69,73,14,228,77,60,10,192,409,202,196,78,78,359,14,254,-75,65,360,359,16,323,16,309,-191,310,290,270,243,245,64,158
4544,06/03/2019 12:08,12,200,963,247,1253,-72,73,72,10,415,81,75,13,241,557,256,216,69,-69,73,14,225,77,60,10,192,409,202,216,78,78,362,14,254,-75,65,360,359,16,323,16,309,-191,310,290,270,243,245,64,158
4545,06/03/2019 12:08,12,200,963,247,1266,-72,73,73,10,415,81,75,13,241,557,256,216,69,-69,73,14,223,77,60,10,192,409,202,224,78,78,364,14,254,-75,65,360,359,17,323,17,309,-191,310,290,270,243,245,64,157
4546,06/03/2019 12:08,12,200,963,247,1265,-72,73,73,10,419,81,75,13,241,557,256,215,69,-69,74,14,227,77,60,10,192,409,202,215,78,78,364,14,254,75,65,360,359,16,323,16,-309,-191,310,290,270,243,245,64,158
4547,06/03/2019 12:08,12,200,963,247,1258,-72,73,72,11,410,81,75,13,241,557,256,206,-69,-69,73,14,228,77,60,10,192,409,202,205,78,78,356,14,254,75,65,360,359,16,323,16,-309,-191,310,290,270,243,245,64,157
4548,06/03/2019 12:08,12,200,963,247,1260,-72,73,72,11,417,81,75,13,241,557,256,207,-69,69,73,14,223,77,60,10,192,409,202,206,78,78,360,14,254,75,65,360,359,17,322,17,-309,-190,310,290,270,243,245,64,157
4549,06/03/2019 12:08,12,200,963,247,1266,-72,73,72,10,411,81,75,13,241,557,256,223,-69,69,73,14,222,77,60,10,192,409,202,216,78,78,360,14,254,75,65,-360,359,17,323,17,-309,-190,310,290,270,243,245,64,157
4550,06/03/2019 12:08,12,200,963,247,1277,-72,73,73,10,415,81,75,13,241,557,256,219,-69,69,73,14,227,77,60,10,192,409,202,221,78,78,367,14,254,75,65,-360,359,17,323,17,-309,-190,310,290,270,243,245,64,156
4551,06/03/2019 12:08,12,200,963,247,1278,72,73,73,11,414,81,75,13,241,557,256,214,-69,69,74,14,228,77,60,10,192,409,202,215,78,78,366,14,254,75,65,-360,359,16,323,16,-309,-190,310,290,270,243,245,64,156
4552,06/03/2019 12:08,12,200,963,247,1266,72,73,73,11,423,81,75,13,241,557,256,215,-69,69,73,14,224,77,60,10,192,409,202,211,78,78,357,14,254,75,65,-360,359,17,323,17,-309,-190,310,290,270,243,245,64,156
4553,06/03/2019 12:08,12,200,963,247,1272,72,73,72,11,413,81,75,13,241,557,256,228,-69,69,73,14,223,77,60,10,192,409,202,203,78,78,362,14,254,75,65,-360,359,16,323,16,-309,190,310,290,270,243,245,64,156
4554,06/03/2019 12:08,12,200,963,247,1284,72,73,71,11,409,81,75,13,241,557,256,227,-69,69,74,14,225,77,60,10,192,409,202,221,78,78,364,14,254,75,65,-360,359,15,323,15,-309,190,310,290,270,243,245,64,156
4555,06/03/2019 12:08,12,200,963,247,1281,72,73,72,10,414,81,75,13,241,557,256,209,-69,69,73,14,228,77,60,10,192,409,202,215,78,78,366,14,254,75,65,-360,359,16,323,16,-309,190,310,290,270,243,245,64,157
4556,06/03/2019 12:08,12,200,963,247,1269,72,73,73,10,415,81,75,13,241,557,256,225,-69,69,73,14,229,77,60,10,192,409,202,214,78,78,364,14,254,75,65,-360,359,17,323,17,-309,191,310,290,270,243,245,64,156
4557,06/03/2019 12:08,12,200,963,247,1260,72,73,73,11,416,81,75,13,241,557,256,211,-69,69,73,14,226,77,60,10,192,409,202,176,78,78,360,14,254,75,65,-360,359,17,323,17,-309,190,310,290,270,243,245,64,157
4558,06/03/2019 12:08,12,200,963,247,1260,72,73,72,11,414,81,75,13,241,557,256,225,-69,69,74,14,225,77,60,10,192,409,202,219,78,78,360,14,254,75,65,-360,359,16,323,16,-309,189,310,290,270,243,245,64,156
4559,06/03/2019 12:08,12,200,963,247,1262,72,73,72,11,418,81,75,13,241,557,256,213,-69,69,74,14,228,77,60,10,192,409,202,225,78,78,360,14,254,75,65,-360,359,17,323,17,-309,190,310,290,270,243,245,64,156
4560,06/03/2019 12:08,12,200,963,247,1283,72,73,71,11,409,81,75,13,241,557,256,205,-69,69,73,14,228,77,60,10,192,409,202,226,78,78,360,14,254,75,65,-360,359,16,323,16,-309,190,310,290,270,243,245,64,156
4561,06/03/2019 12:08,12,200,963,247,1293,72,73,71,10,414,81,75,13,241,557,256,209,-69,69,73,14,224,77,60,10,192,409,202,203,78,78,362,14,254,75,65,-360,359,17,323,17,-309,190,310,290,270,243,245,64,157
4562,06/03/2019 12:08,12,200,963,247,1286,72,73,72,10,414,81,75,13,241,557,256,220,-69,69,73,14,222,77,60,10,192,409,202,222,78,78,359,14,254,75,65,-360,359,17,323,17,309,189,310,290,270,243,245,64,157
4563,06/03/2019 12:08,12,200,963,247,1264,72,73,73,11,419,81,75,13,241,557,256,213,69,69,74,14,227,77,60,10,192,409,202,210,78,78,361,14,254,75,65,-360,359,16,323,16,309,189,310,290,270,243,245,64,157
4564,06/03/2019 12:08,12,200,963,247,1261,72,73,72,11,410,81,75,13,241,557,256,214,69,69,74,14,228,77,60,10,192,409,202,223,78,78,362,14,254,75,65,-360,359,15,323,15,309,190,310,290,270,243,245,64,156
4565,06/03/2019 12:08,12,200,963,247,1265,72,-72,71,11,417,81,75,13,241,557,256,200,69,69,73,14,224,77,60,10,192,409,202,184,78,78,361,14,254,75,65,-360,359,16,323,16,309,189,310,290,270,243,245,64,155
4566,06/03/2019 12:08,12,200,963,247,1272,72,-72,71,10,411,81,75,13,241,557,256,231,69,69,73,14,222,77,60,10,192,409,202,196,78,78,365,14,254,75,65,-360,359,17,323,17,309,190,310,290,270,243,245,64,156
4567,06/03/2019 12:08,12,200,963,247,1287,72,-72,71,10,416,81,75,13,241,557,256,198,69,69,73,14,226,77,60,10,192,409,202,211,78,78,364,14,254,75,65,-360,359,16,323,16,309,190,310,290,270,-243,245,64,156
4568,06/03/2019 12:08,12,200,963,247,1269,72,-72,72,10,413,81,75,13,241,557,256,196,69,69,73,14,228,77,60,10,192,409,202,207,78,78,362,14,254,75,65,-360,359,16,323,16,309,190,310,290,270,-243,245,64,157
4569,06/03/2019 12:08,12,200,963,247,1252,72,-72,72,10,421,81,75,13,241,557,256,204,69,69,73,14,228,77,60,10,192,409,202,211,78,78,364,14,254,75,65,-360,359,16,323,16,309,190,310,290,270,-243,245,64,157
4570,06/03/2019 12:08,12,200,963,247,1258,72,-72,72,11,411,81,75,13,241,557,256,225,69,69,73,14,226,77,60,10,192,409,202,204,78,78,361,14,254,75,65,-360,359,17,323,17,309,190,310,290,270,-243,245,64,156
4571,06/03/2019 12:08,12,200,963,247,1274,72,-72,71,11,410,81,75,13,241,557,256,199,69,69,73,14,225,77,60,10,192,409,202,208,78,78,363,14,254,75,65,-360,359,16,323,16,309,189,310,290,270,-243,245,64,156
4572,06/03/2019 12:08,12,200,963,247,1284,72,-72,71,11,413,81,75,13,241,557,256,214,69,69,73,14,227,77,60,10,192,409,202,210,78,78,364,14,254,75,65,360,359,16,323,16,309,191,310,290,270,-243,245,64,156
4573,06/03/2019 12:08,12,200,963,247,1287,72,-72,72,10,416,81,75,13,241,557,256,206,69,69,73,14,229,77,60,10,192,409,202,213,78,78,365,14,254,75,65,360,359,17,323,17,309,193,310,290,270,-243,245,64,156
4574,06/03/2019 12:08,12,200,963,247,1266,72,-72,72,10,415,81,75,13,241,557,256,214,69,69,73,14,225,77,60,10,192,409,202,200,78,78,361,14,254,75,65,360,359,17,323,17,309,190,310,290,270,-243,245,64,156
4575,06/03/2019 12:08,12,200,963,247,1262,72,-72,71,11,418,81,75,13,241,557,256,215,69,69,73,14,223,-77,60,10,192,409,202,227,78,78,368,14,254,75,65,-360,359,16,323,16,309,190,310,290,270,-243,245,-64,157
4576,06/03/2019 12:08,12,200,963,247,1261,72,-72,71,11,416,81,75,13,241,557,256,220,69,69,73,14,227,-77,60,10,192,409,202,220,78,78,365,14,254,75,65,-360,359,16,323,16,309,190,310,290,270,-243,245,-64,157
4577,06/03/2019 12:08,12,200,963,247,1284,72,-72,71,10,408,81,75,13,241,557,256,206,69,69,73,14,228,-77,60,10,192,409,202,210,78,78,365,14,254,75,65,-360,359,17,323,17,309,190,310,290,270,-243,245,-64,157
4578,06/03/2019 12:08,12,200,963,247,1314,72,-72,71,10,415,81,75,13,241,557,256,216,69,69,73,14,222,-77,60,10,192,409,202,220,78,78,362,14,254,75,65,-360,359,17,323,17,309,190,310,290,270,-243,245,-64,157
4579,06/03/2019 12:08,12,200,963,247,1306,72,-72,72,10,415,81,75,13,241,557,256,223,69,69,73,14,222,-77,60,10,192,409,202,218,78,78,358,14,254,75,65,-360,359,16,323,16,309,190,310,290,270,-243,245,-64,157
4580,06/03/2019 12:08,12,200,963,247,1270,72,-72,72,10,419,81,75,13,241,557,256,208,69,69,73,14,226,-77,60,10,192,409,202,204,78,78,360,14,254,75,65,-360,359,16,323,16,309,190,310,290,270,-243,245,-64,157
4581,06/03/2019 12:08,12,200,963,247,1261,72,72,71,11,409,81,75,13,241,557,256,187,69,69,73,14,228,-77,60,10,192,409,202,202,78,78,361,14,254,75,65,-360,359,16,323,16,310,190,310,290,270,-243,245,-64,156
4582,06/03/2019 12:08,12,200,963,247,1257,72,72,71,11,418,81,75,13,241,557,256,208,69,69,73,14,225,-77,60,10,192,409,202,195,78,78,367,14,254,75,65,-360,359,17,323,17,310,191,310,290,270,-243,245,-64,156
4583,06/03/2019 12:08,12,200,963,247,1259,72,72,71,11,410,81,75,13,241,557,256,212,69,69,74,14,224,-77,60,10,192,409,202,202,78,78,362,14,254,75,-65,-360,-359,16,323,16,310,190,310,290,270,243,245,-64,156
4584,06/03/2019 12:08,12,200,963,247,1283,72,72,72,10,415,81,75,13,241,557,256,214,69,69,74,14,225,-77,60,10,192,409,202,219,78,78,363,14,254,75,-65,-361,-359,16,323,16,309,190,310,290,270,243,245,-64,156
4585,06/03/2019 12:08,12,200,963,247,1262,72,72,72,10,414,81,75,13,241,557,256,210,69,69,74,14,228,-77,60,10,192,409,202,221,78,78,359,14,254,75,-65,-360,-359,16,323,16,309,191,310,290,270,243,245,-64,156
4586,06/03/2019 12:08,12,200,963,247,1258,72,72,72,11,421,81,75,13,241,557,256,216,69,69,73,14,229,-77,60,10,192,409,202,209,78,78,360,14,254,75,-65,-361,-359,16,323,16,309,191,310,290,270,243,245,-64,157
4587,06/03/2019 12:08,12,200,963,247,1235,72,72,71,11,411,81,75,13,241,557,256,216,69,69,73,14,226,-77,60,10,192,409,202,205,78,78,357,14,254,75,-65,-361,-359,16,323,16,309,190,310,290,270,243,245,-64,156
4588,06/03/2019 12:08,12,200,963,247,1261,72,72,71,10,409,81,75,13,241,557,256,226,69,69,74,14,224,-77,60,10,192,409,202,226,78,78,362,14,254,75,-65,-360,-359,16,323,16,309,190,310,290,270,243,245,-64,156
4589,06/03/2019 12:08,12,200,963,247,1262,72,72,71,11,413,81,75,13,241,557,256,201,69,69,74,14,227,-77,60,10,192,409,202,217,78,78,361,14,254,75,-65,-361,-359,16,323,16,309,191,310,290,270,243,245,-64,156
4590,06/03/2019 12:08,12,200,963,247,1277,72,72,72,10,415,81,75,13,241,557,256,223,69,69,74,14,229,-77,60,10,192,409,202,206,78,78,363,14,254,75,-65,-361,-359,16,323,16,310,191,310,290,270,243,245,-64,156
4591,06/03/2019 12:08,12,200,963,247,1263,72,72,72,10,414,81,75,13,241,557,256,202,69,69,73,14,223,77,60,10,192,409,202,203,78,78,359,14,254,75,-65,361,-359,16,323,16,310,190,310,290,270,243,245,64,156
4592,06/03/2019 12:09,12,200,963,247,1255,72,72,72,11,417,81,75,13,241,557,256,211,69,69,73,14,222,77,60,10,192,409,202,211,78,78,357,14,254,75,-65,360,-359,16,323,16,310,189,310,290,270,243,245,64,156
4593,06/03/2019 12:09,12,200,963,247,1261,72,72,71,11,416,81,75,13,241,557,256,214,69,69,74,14,227,77,60,10,192,409,202,224,78,78,361,14,254,75,-65,360,-359,17,323,17,310,-190,310,290,270,243,245,64,156
4594,06/03/2019 12:09,12,200,963,247,1262,72,72,71,10,407,81,75,13,241,557,256,194,69,69,74,14,228,77,60,10,192,409,202,217,78,78,359,14,254,75,-65,360,-359,17,323,17,310,-190,310,290,270,243,245,64,156
4595,06/03/2019 12:09,12,200,963,247,1267,72,72,71,10,414,81,75,13,241,557,256,221,69,69,73,14,223,77,60,10,192,409,202,210,78,78,368,14,254,75,-65,360,-359,17,323,17,310,-190,310,290,270,243,245,64,156
4596,06/03/2019 12:09,12,200,963,247,1283,72,72,73,10,414,81,75,13,241,557,256,220,-69,69,73,14,222,77,60,10,192,409,202,236,78,78,362,14,254,75,-65,360,-359,17,323,17,310,-190,310,290,270,243,245,64,157
4597,06/03/2019 12:09,12,200,963,247,1267,72,72,73,10,419,81,75,13,241,557,256,230,-69,69,74,14,225,77,60,10,192,409,202,219,78,78,359,14,254,75,-65,360,-359,17,323,17,310,-190,310,290,270,243,245,64,156
4598,06/03/2019 12:09,12,200,963,247,1267,72,72,72,11,409,81,75,13,241,557,256,192,-69,69,73,14,228,77,60,10,192,409,202,210,78,78,361,14,254,75,-65,360,-359,17,323,17,-310,-190,310,290,270,243,245,64,156
4599,06/03/2019 12:09,12,200,963,247,1261,72,72,71,11,418,81,75,13,241,557,256,226,-69,69,73,14,229,77,60,10,192,409,202,197,78,78,360,14,254,75,-65,360,359,16,322,16,-310,-190,310,290,270,243,245,64,156
4600,06/03/2019 12:09,12,200,963,247,1247,72,72,71,11,411,81,75,13,241,557,256,222,-69,69,73,14,226,77,60,10,192,409,202,197,78,78,362,13,254,75,-65,360,359,17,322,17,-310,-191,310,290,270,243,245,64,157
4601,06/03/2019 12:09,12,200,963,247,1263,72,72,73,10,415,81,75,13,241,557,256,220,-69,69,74,14,224,77,60,10,192,409,202,210,78,78,366,14,254,75,65,360,359,17,322,17,-310,-190,310,290,270,243,245,64,157
4602,06/03/2019 12:09,12,200,963,247,1268,72,72,73,10,414,81,75,13,241,557,256,219,-69,69,74,14,228,77,60,10,192,409,202,222,78,78,362,14,254,75,65,360,360,17,322,17,-310,-190,310,290,270,243,245,64,157
